id_student,n_clicks_externalquiz,n_clicks_forumng,n_clicks_glossary,n_clicks_homepage,n_clicks_oucollaborate,n_clicks_oucontent,n_clicks_ouwiki,n_clicks_resource,n_clicks_subpage,n_clicks_url,total_n_clicks,final_result
575855,10,771,0,377,9,71,0,73,214,68,1593,0
576306,8,531,25,354,69,130,0,68,151,52,1388,0
576515,75,1175,6,755,25,760,0,178,675,30,3679,0
576885,47,567,15,726,153,285,0,210,1070,150,3223,0
577196,0,4,0,22,0,0,0,16,7,0,49,0
577520,16,109,0,160,11,257,0,72,103,22,750,0
577526,0,76,12,135,0,48,0,39,48,21,379,0
577566,2,49,0,149,1,84,0,73,138,6,502,0
577638,4,5,0,44,0,6,0,1,11,6,77,0
577652,26,560,12,611,18,287,0,109,336,18,1977,0
577751,18,130,1,172,20,83,0,67,231,35,757,0
577937,10,272,0,166,11,203,0,40,235,37,974,0
578395,7,340,13,293,6,86,0,74,358,43,1220,0
578427,7,92,0,93,13,28,0,41,122,12,408,1
578616,33,43,0,163,4,48,0,45,121,30,487,0
578646,9,53,12,158,53,238,0,102,219,9,853,0
578857,4,65,0,111,7,66,0,26,54,15,348,0
579017,4,19,21,108,12,62,0,53,149,12,440,0
579172,6,1021,4,633,78,196,0,156,446,95,2635,1
579386,12,136,0,252,34,108,0,70,256,52,920,0
580450,3,112,10,93,3,32,0,29,64,4,350,1
580458,78,788,339,615,27,179,0,108,430,62,2626,0
580534,1,0,8,13,0,41,0,1,12,0,76,1
582009,13,153,0,224,25,108,0,77,220,47,867,0
582197,19,136,0,159,59,79,0,74,210,20,756,0
582608,0,125,8,145,16,266,0,32,102,24,718,0
584981,12,264,6,295,7,218,0,107,281,53,1243,0
585153,13,849,10,575,22,175,0,74,167,36,1921,0
585354,3,0,9,55,0,115,0,20,21,5,228,0
585432,48,314,18,260,25,84,0,61,349,65,1224,0
585526,8,248,0,220,24,153,0,11,26,5,695,0
585626,30,3068,5,1047,125,200,0,124,757,115,5471,0
585773,19,2988,10,489,58,140,0,75,317,66,4162,0
585832,26,461,0,315,59,65,0,118,270,41,1355,0
585998,6,2,0,18,0,5,0,1,10,0,42,1
586121,0,171,19,135,1,224,0,26,18,6,600,0
586315,3,692,0,334,6,81,0,66,199,9,1390,0
586729,17,204,10,197,13,46,4,32,96,4,623,0
586946,25,188,0,270,27,192,0,64,156,48,970,0
587140,13,2965,24,912,141,163,0,116,387,37,4758,0
587375,22,234,30,342,60,308,0,92,183,54,1325,0
587446,12,356,7,260,22,220,0,85,179,11,1152,0
587576,3,141,17,383,53,235,0,66,113,4,1015,0
587579,13,961,45,424,104,172,0,190,238,22,2169,0
588179,0,8,0,49,1,94,0,35,64,3,254,0
588203,59,749,25,335,2,38,0,49,270,19,1546,0
588240,37,342,148,501,49,254,0,82,394,77,1884,0
589279,3,80,8,287,10,320,0,50,182,62,1002,0
589585,13,413,24,265,6,120,0,73,169,31,1114,0
590127,12,307,16,136,29,21,0,39,114,4,678,0
590340,25,1922,12,673,64,136,0,109,351,60,3352,0
590562,2,16,0,124,0,380,0,26,60,20,628,0
590616,3,70,0,119,1,157,0,26,30,12,418,1
590753,0,0,0,33,0,35,0,5,5,0,78,1
590886,10,233,16,377,46,148,0,101,144,26,1101,0
590920,10,258,0,247,58,58,0,46,170,33,880,0
591540,35,166,0,143,20,24,0,74,197,27,686,0
592214,23,1774,216,732,57,181,0,5147,468,71,8669,0
592221,8,57,0,135,10,125,0,21,35,3,394,0
592661,8,449,17,309,9,67,0,58,162,22,1101,0
592899,1,8,18,91,5,75,0,51,108,21,378,1
593099,28,136,0,396,29,99,0,92,206,49,1035,0
593373,17,54,5,67,5,48,0,36,95,6,333,0
593556,0,2,0,41,0,63,0,7,9,2,124,1
593903,9,149,15,151,5,61,0,27,119,6,542,0
593976,3,145,0,291,0,86,0,64,71,37,697,0
594033,12,561,1,304,21,265,0,70,264,27,1525,0
594048,0,183,15,176,4,201,0,63,83,4,729,0
594071,4,149,1,237,7,118,0,94,200,27,837,0
594161,20,530,13,279,9,59,14,65,278,37,1304,0
594329,6,0,0,61,13,64,0,34,75,18,271,1
594950,19,711,32,431,34,70,0,31,149,25,1502,0
595215,14,542,39,368,35,330,0,166,483,17,1994,0
595310,14,1242,0,643,50,177,0,110,167,21,2424,0
595741,2,89,14,92,12,29,0,44,118,5,405,1
595876,11,226,13,165,31,122,0,50,118,11,747,0
595883,2,34,35,154,0,301,0,82,140,19,767,1
596322,70,1050,13,587,186,165,0,190,614,72,2947,0
596359,2,59,4,150,12,80,0,44,111,10,472,0
596759,13,744,0,584,56,215,0,105,304,34,2055,0
597529,15,122,42,498,6,317,0,70,92,18,1180,0
597608,9,374,14,399,46,195,0,197,158,42,1434,0
597786,20,544,14,392,95,381,0,102,277,18,1843,0
598103,39,115,36,262,36,71,0,48,130,23,760,0
598141,25,1114,12,534,9,290,0,77,201,34,2296,0
598303,0,5,9,74,0,148,0,40,10,3,289,1
598536,0,84,10,129,0,85,0,11,26,5,350,1
599083,40,173,592,740,34,323,43,179,545,66,2735,0
599651,1,33,0,44,0,68,0,2,14,3,165,1
599837,1,44,0,24,0,5,0,3,7,2,86,1
600033,31,1955,0,1079,37,101,0,236,509,64,4012,0
600502,13,418,17,216,1,195,0,77,253,8,1198,1
600680,5,208,12,179,25,30,0,52,188,38,737,0
601418,0,74,0,127,43,60,0,28,44,11,387,0
601488,5,263,1,170,49,43,0,55,96,5,687,0
602029,20,2910,0,659,77,86,0,81,229,47,4109,0
602185,6,372,9,240,11,237,0,51,127,28,1081,0
602318,8,223,26,245,28,404,0,51,154,48,1187,0
602528,15,81,26,179,10,298,0,105,167,19,900,0
603224,50,2372,31,1172,35,196,0,186,793,80,4915,0
603303,23,164,17,268,49,289,0,61,285,24,1180,0
603406,6,61,31,234,5,94,0,40,98,22,591,0
603961,3,16,6,167,36,80,0,37,111,12,468,0
604500,2,154,37,148,0,221,0,50,106,7,725,0
604671,1,98,12,112,3,167,0,26,23,3,445,1
604709,0,182,0,119,2,150,0,18,24,10,505,0
605070,3,765,5,586,12,85,0,53,162,31,1702,1
605118,32,117,0,77,3,73,0,42,97,4,445,0
605488,5,51,61,154,0,277,0,99,257,25,929,0
605759,5,2694,5,732,11,176,0,54,225,21,3923,0
605859,0,11,0,15,0,0,0,0,0,0,26,1
605876,21,1952,15,885,19,130,0,89,275,63,3449,0
606757,10,594,7,278,9,60,0,80,211,30,1279,0
606837,3,49,0,51,12,75,0,47,79,16,332,1
607483,5,224,45,264,17,325,0,103,152,41,1176,0
607525,12,286,0,377,30,79,0,53,128,25,990,1
607638,13,530,1,384,48,78,0,73,280,40,1447,0
607767,7,130,0,165,10,90,3,66,170,47,688,0
607975,13,129,21,104,38,59,0,29,95,5,493,0
608746,4,61,0,137,20,71,7,99,158,16,573,0
608775,10,601,535,825,26,169,0,108,245,52,2571,0
608842,11,248,699,306,37,118,0,82,152,20,1673,0
609245,45,395,7,510,58,410,0,122,342,69,1958,0
609556,10,346,7,228,75,227,4,89,216,38,1240,0
609655,1,5,6,16,0,27,0,1,6,0,62,1
610197,1,210,13,272,27,187,0,36,194,34,974,0
610537,0,0,0,31,0,12,0,1,13,1,58,1
610828,1,347,0,367,15,541,0,40,86,14,1411,1
611013,3,27,21,57,0,73,0,13,22,4,220,0
611159,3,12,0,160,4,28,0,35,221,61,524,0
611790,11,180,54,177,13,49,0,70,181,51,786,0
611800,25,639,16,469,162,366,0,91,178,50,1996,0
611865,0,0,11,18,0,50,0,7,11,0,97,1
611982,0,0,19,108,0,42,0,42,95,4,310,0
612443,1,7,0,28,0,21,0,11,21,2,91,1
612717,22,222,173,271,108,227,0,129,377,38,1567,0
613910,0,34,0,14,0,21,0,10,19,0,98,1
614791,5,88,0,78,2,47,0,21,36,11,288,0
617850,0,219,7,193,9,157,0,24,36,6,651,0
617952,1,325,15,214,2,127,0,102,124,10,920,1
618737,12,440,0,346,47,57,0,32,96,29,1059,0
618989,61,2468,32,927,150,104,0,123,765,73,4703,0
619055,0,10,18,22,0,49,0,3,23,1,126,1
619907,7,213,8,160,2,79,0,47,168,29,713,0
619910,9,1619,0,660,38,152,0,133,388,54,3053,0
621659,2,203,14,180,7,84,0,24,25,4,543,1
622384,0,0,6,30,0,24,0,8,7,0,75,1
622555,6,235,0,128,3,53,0,21,90,27,563,0
622626,11,10,0,65,4,20,0,50,151,21,332,0
623190,2,86,0,107,2,185,0,20,59,1,462,0
623225,2,1023,4,312,45,36,0,80,91,20,1613,0
623276,21,65,3,229,77,107,0,140,173,16,831,0
623289,10,295,19,340,84,315,0,68,217,42,1390,0
623641,12,170,0,140,20,108,0,119,103,13,685,0
623864,14,45,16,197,0,62,0,83,127,25,569,0
623937,21,233,0,584,74,522,0,92,223,51,1800,0
623968,16,1796,149,664,106,319,0,195,410,86,3741,0
624891,31,470,0,384,50,198,0,98,149,25,1405,0
625283,14,0,0,132,21,219,0,69,102,26,583,0
625467,24,4492,60,2215,8,104,0,114,392,54,7463,0
625555,10,94,13,243,7,235,0,33,63,28,726,0
625765,1,0,0,119,0,142,0,28,53,14,357,1
626132,29,2793,12,1059,75,186,0,136,205,50,4545,0
626179,16,88,1,255,7,43,0,50,176,37,673,0
626630,7,65,17,97,2,124,0,14,43,12,381,0
627097,0,153,0,110,4,54,0,18,18,2,359,0
627236,5,223,0,291,41,745,0,50,123,39,1517,0
627295,6,248,0,394,132,200,0,107,258,18,1363,0
627453,1,9,8,128,0,161,0,31,61,14,413,0
627476,6,474,37,277,13,141,0,52,163,11,1174,0
627695,0,14,6,81,8,255,0,44,144,14,566,1
628259,18,283,0,224,4,79,0,48,58,10,724,1
628390,35,439,134,335,33,47,0,69,468,36,1596,0
628437,65,100,25,422,51,407,0,130,362,29,1591,0
628519,6,191,5,94,7,131,0,31,70,8,543,0
628593,9,563,10,397,24,358,0,227,177,22,1787,0
628631,21,48,32,107,9,100,0,46,116,21,500,0
629309,29,3439,3,738,227,137,8,146,316,56,5099,0
629379,8,344,0,299,53,81,0,74,111,25,995,0
629703,21,2662,24,1850,97,366,0,227,411,71,5729,0
629878,15,67,17,304,27,358,0,153,372,39,1352,1
630328,0,0,55,73,0,185,0,14,16,6,349,0
630380,31,195,0,168,6,49,0,35,161,27,672,0
630858,14,429,19,301,46,154,0,139,217,18,1337,0
630900,9,153,27,363,11,175,0,113,387,47,1285,0
631055,5,168,4,188,27,71,0,71,110,35,679,0
631240,8,46,35,145,9,253,0,10,34,9,549,1
631603,13,111,3,163,22,126,0,55,136,16,645,0
631835,23,584,9,431,57,294,0,87,272,22,1779,0
631998,33,165,0,247,87,103,0,76,209,18,938,0
632093,13,1428,132,528,17,73,0,55,150,30,2426,0
632314,0,207,12,211,3,68,0,33,42,8,584,1
632645,13,130,0,195,53,62,0,36,123,39,651,0
632831,0,92,0,63,3,51,0,39,76,4,328,1
632877,37,6813,78,2289,96,94,0,99,397,79,9982,0
633295,11,2039,38,1033,11,235,0,32,219,41,3659,1
633331,3,0,0,61,16,93,0,13,55,14,255,0
633409,0,15,0,26,6,21,0,15,18,3,104,1
633414,9,285,2,177,4,36,0,23,91,35,662,1
633475,4,140,9,97,6,83,0,22,61,16,438,1
633574,17,660,12,464,33,102,0,87,256,46,1677,0
633618,6,39,0,158,4,83,6,68,122,1,487,0
634037,8,85,9,123,14,46,0,36,81,12,414,0
634047,8,82,0,134,2,23,0,92,265,37,643,0
634305,37,247,0,496,97,119,0,112,468,96,1672,0
634508,1,112,0,78,0,10,0,10,36,1,248,1
634646,5,0,0,53,0,101,0,30,49,4,242,0
634966,10,56,0,200,15,345,0,34,63,11,734,1
635170,3,0,15,154,0,81,0,38,191,16,498,1
635255,21,529,11,819,30,24,0,53,170,26,1683,0
635418,27,355,31,516,26,379,0,469,614,29,2446,1
635992,10,899,8,606,11,39,0,80,216,39,1908,0
636364,29,603,0,554,73,68,3,138,368,85,1921,0
636451,9,48,0,159,18,85,0,37,121,12,489,0
636484,43,194,3,116,16,214,0,22,90,5,703,0
636503,9,112,12,179,8,153,0,44,206,14,737,1
636594,8,73,18,228,8,277,0,67,164,26,869,0
636697,9,523,0,334,7,71,0,57,119,34,1154,0
636875,1,46,0,76,0,75,0,34,65,13,310,0
637064,2,2,0,73,7,26,0,15,44,3,172,1
637347,1,32,0,107,2,82,0,33,27,2,286,1
637374,1,80,13,68,6,119,0,20,24,3,334,1
637473,12,272,0,276,10,72,1,61,174,34,912,0
637691,4,27,10,106,11,71,0,20,45,7,301,0
638051,7,18,2,202,48,100,0,25,26,5,433,1
638131,1,0,0,94,0,30,0,9,23,6,163,1
638202,1,0,12,59,5,119,0,12,13,3,224,1
638384,340,152,36,297,32,262,0,62,182,55,1418,0
639514,33,701,2,436,140,76,0,131,270,61,1850,0
639766,12,777,0,574,17,164,0,185,343,19,2091,0
640144,4,63,0,95,5,68,0,12,41,7,295,1
640178,35,53,1,313,32,57,0,59,165,46,761,1
640773,5,422,18,378,38,311,0,103,207,22,1504,1
640836,4,132,0,107,4,49,0,34,69,19,418,0
640942,34,1174,29,566,75,288,0,120,414,81,2781,0
640975,65,1149,119,1056,141,431,0,245,534,96,3836,0
640982,39,70,1,227,20,300,0,201,244,17,1119,0
641253,24,493,2,424,32,180,0,60,154,36,1405,0
641315,69,3272,1,1555,92,409,0,202,686,102,6388,0
641609,7,3,0,81,0,162,0,42,35,7,337,1
641744,11,305,0,383,84,133,0,80,176,49,1221,0
641896,14,211,0,169,1,28,0,44,74,28,569,0
642139,1,4,8,133,22,157,0,47,56,18,446,0
642310,28,2079,1,622,98,74,0,69,289,54,3314,0
642443,11,1305,0,480,45,323,0,101,246,34,2545,0
642474,35,7761,15,1348,60,183,0,159,660,68,10289,0
642501,18,198,0,464,47,211,0,172,326,76,1512,0
642625,2,77,17,82,1,53,0,15,72,7,326,1
642838,1,503,0,291,3,25,0,54,76,4,957,0
643006,11,318,0,418,13,230,0,91,166,45,1292,0
643036,5,63,4,128,0,242,0,24,26,3,495,0
643126,48,1522,4,885,217,108,0,179,752,66,3781,0
643199,3,11,11,171,2,163,0,34,65,11,471,1
643280,3,51,17,168,13,372,0,36,89,16,765,0
643285,39,833,24,501,40,164,0,109,379,39,2128,0
643729,20,98,6,270,31,58,0,74,129,37,723,0
643758,1,110,0,138,3,33,0,59,73,5,422,0
644229,7,393,1,189,7,165,0,21,80,8,871,1
644409,28,232,46,307,12,355,0,281,413,44,1718,0
644457,6,183,0,119,19,47,0,36,94,5,509,0
644474,9,175,6,148,12,95,0,35,130,11,621,0
644525,26,307,0,323,13,344,0,57,249,42,1361,0
644956,22,795,0,492,53,135,0,35,126,33,1691,0
644964,8,571,1,376,2,123,0,56,142,35,1314,0
645031,2,908,2,447,30,104,0,64,287,22,1866,0
645054,2,155,14,215,12,133,0,59,94,17,701,1
645081,29,412,0,466,47,156,0,121,323,61,1615,0
645147,2,63,16,123,0,29,0,9,20,2,264,1
645219,55,52,7,310,7,391,0,108,518,45,1493,0
645425,4,104,17,191,14,68,0,50,102,19,569,0
645434,17,927,3,393,70,196,0,113,257,67,2043,0
645499,12,318,0,186,6,43,0,44,123,5,737,0
645551,28,79,2,322,52,211,0,108,181,47,1030,0
645792,22,538,0,341,21,139,0,118,179,21,1379,0
645818,8,99,25,293,2,44,0,124,224,28,847,0
645864,2,577,1,318,3,77,0,23,73,11,1085,0
645939,15,277,0,518,41,389,0,60,226,29,1555,0
646090,27,365,1,399,131,132,0,92,218,48,1413,0
646322,27,125,26,338,8,124,0,98,251,47,1044,0
646344,4,163,2,195,23,57,0,70,143,17,674,0
646359,12,70,2,149,48,189,0,57,126,3,656,0
646489,18,598,25,389,49,152,0,76,234,32,1573,0
646589,11,68,0,97,6,54,0,39,101,5,381,1
646836,1,8,12,262,8,109,0,47,168,3,618,1
646952,10,626,6,209,9,149,0,66,258,45,1378,1
646957,6,11,0,96,23,59,7,19,50,2,273,0
647166,63,5110,11,1645,70,216,0,138,550,53,7856,0
647215,18,1881,0,1669,25,185,0,127,306,24,4235,0
647218,3,38,0,69,14,176,0,30,32,2,364,1
647227,2,213,4,157,0,197,0,45,84,7,709,1
647305,1,38,0,57,1,43,0,16,46,4,206,1
647373,19,202,17,327,30,175,0,61,145,13,989,0
647464,0,303,9,193,4,39,0,30,68,8,654,0
647488,11,149,0,266,13,129,0,67,143,22,800,1
647604,0,0,0,36,0,74,0,3,5,2,120,1
647605,16,243,4,422,44,366,0,131,127,24,1377,0
647612,18,16,16,232,9,230,0,57,144,19,741,1
647647,4,220,0,148,3,89,0,48,47,9,568,0
647879,8,273,0,132,40,46,0,38,99,12,648,0
647937,11,34,7,284,1,298,0,77,162,31,905,0
648172,14,1751,2,490,25,65,0,101,310,26,2784,0
648183,37,505,68,506,53,364,0,162,331,63,2089,0
648269,11,11,16,102,0,77,0,34,90,4,345,0
648321,14,402,72,323,22,152,0,77,270,21,1353,0
648428,37,2375,0,1093,38,69,0,89,373,44,4118,0
648570,9,110,1,234,38,531,0,157,107,13,1200,0
648597,1,46,0,42,0,39,0,11,34,3,176,1
648695,1,68,9,32,0,13,0,5,12,0,140,1
648841,1,3,5,44,0,47,0,52,41,1,194,0
648854,18,1140,1,859,29,56,0,58,166,34,2361,0
648898,42,5210,0,2306,27,134,0,94,347,48,8208,0
648920,19,2320,23,949,56,78,0,64,240,43,3792,0
648959,3,92,0,80,1,65,0,9,27,3,280,1
649014,11,64,0,115,5,58,0,54,92,4,403,0
649041,0,490,0,97,11,43,0,9,19,3,672,1
649078,20,3327,24,1340,35,315,0,274,755,135,6225,0
649090,9,138,0,85,1,26,0,18,69,8,354,0
649120,1,12,14,46,3,65,0,7,7,0,155,1
649214,2,522,2,335,12,113,0,95,175,36,1292,0
649321,6,130,0,79,0,54,0,56,43,1,369,0
649383,14,121,63,213,1,74,0,37,77,16,616,1
649413,12,553,62,497,41,142,0,91,249,59,1706,1
649514,10,34,0,334,2,376,0,41,162,34,993,0
649552,0,376,0,137,2,34,0,16,45,3,613,1
649614,14,46,29,182,55,289,0,37,97,15,764,0
649688,14,4,6,145,6,199,0,21,119,11,525,0
649745,8,221,0,193,63,76,0,44,179,32,816,0
649780,2,45,0,125,1,163,0,33,59,3,431,0
649819,6,773,13,360,2,51,0,39,114,14,1372,0
649880,8,16,0,59,1,27,0,14,76,2,203,0
649949,1,0,0,47,4,53,0,26,73,4,208,0
650010,3,195,10,196,21,100,0,84,87,18,714,0
650091,1,113,1,74,4,55,0,17,17,9,291,0
650232,1,18,0,93,0,102,0,18,23,7,262,1
650271,1,25,10,46,8,21,0,12,38,3,164,1
650279,6,412,0,225,6,134,1,46,74,6,910,0
650376,7,661,5,226,21,32,0,72,133,13,1170,0
650420,2,156,5,158,24,75,0,36,88,15,559,0
650434,21,2976,1,902,21,249,0,81,336,41,4628,0
650442,23,398,9,135,1,87,0,36,176,17,882,0
650478,7,26,0,72,15,63,0,52,97,6,338,0
650642,3,128,0,102,6,64,0,74,85,5,467,0
650684,3,251,0,264,19,70,0,37,128,23,795,0
650711,9,175,1,249,3,88,0,48,98,32,703,1
650850,0,396,15,133,1,115,0,28,56,7,751,1
650946,11,594,2,380,49,73,0,86,217,43,1455,0
650947,10,232,32,224,19,116,0,75,103,13,824,0
650957,7,0,0,50,1,84,0,17,20,2,181,0
650993,25,112,18,324,39,33,0,51,224,21,847,0
651061,31,22,6,230,1,239,0,79,150,55,813,1
651120,12,153,8,334,15,330,0,180,287,36,1355,0
651176,4,89,3,84,0,52,0,7,27,7,273,1
651493,8,231,0,267,17,180,0,65,114,24,906,0
651495,21,342,14,239,18,67,0,163,244,24,1132,0
651507,3,2,24,66,0,27,0,17,14,3,156,1
651508,12,406,7,282,39,106,0,106,309,37,1304,0
651561,3,61,2,53,0,35,0,10,11,0,175,0
651579,5,0,0,75,5,143,0,23,25,10,286,0
651619,14,259,7,190,20,75,0,111,202,25,903,0
651627,30,251,0,241,34,54,0,43,171,43,867,0
651672,1,40,29,94,2,42,0,29,41,2,280,1
651759,24,3552,0,1988,39,50,0,101,522,48,6324,0
651804,4,149,0,202,22,45,0,38,126,16,602,0
651942,1,140,21,197,1,171,0,29,61,5,626,0
652048,5,49,0,70,5,121,0,31,33,4,318,1
652103,9,727,37,451,80,361,0,63,183,22,1933,0
652267,10,164,0,209,0,193,0,44,102,18,740,1
652293,2,54,0,124,2,101,0,25,70,25,403,0
652318,13,1077,61,495,41,205,0,46,153,43,2134,0
652428,4,225,19,145,6,68,0,26,128,2,623,1
652617,20,889,31,402,69,266,0,50,320,24,2071,0
652619,21,188,58,103,16,78,0,40,117,3,624,1
652680,42,3625,4,2464,39,392,0,119,404,58,7147,0
652732,4,231,12,359,14,164,5,51,60,32,932,0
652881,7,48,0,124,12,83,0,19,48,7,348,1
652965,14,759,10,402,15,23,0,58,157,33,1471,0
653051,1,25,0,90,9,54,0,16,18,3,216,1
653171,5,273,22,236,9,58,0,45,80,17,745,1
653319,5,38,0,59,1,52,0,39,69,16,279,0
653354,2,27,23,85,5,44,0,18,36,2,242,1
653412,26,522,1,365,4,903,0,87,164,33,2105,1
653452,5,35,0,150,13,261,0,45,138,11,658,0
653550,11,476,0,468,57,59,0,99,184,66,1420,0
653569,15,261,1,245,74,137,0,197,142,21,1093,0
653711,22,85,0,301,7,81,0,68,255,58,877,0
653729,14,87,0,163,5,174,0,23,48,3,517,0
653768,6,386,9,350,25,272,0,56,70,19,1193,1
653793,18,678,2,717,66,87,0,247,509,52,2376,0
653914,5,11,34,144,43,71,0,37,91,5,441,1
654110,2,95,0,170,47,81,0,65,136,13,609,0
654341,12,368,20,619,36,76,0,26,180,14,1351,0
654401,23,30,1,199,49,205,0,112,228,9,856,1
654414,64,1040,264,1863,88,510,19,137,351,78,4414,0
654443,4,23,0,113,5,44,0,10,35,4,238,0
654504,0,6,0,62,0,44,0,20,65,4,201,0
654807,35,2011,2,917,49,435,0,146,491,113,4199,0
655039,13,48,0,97,42,30,0,18,78,3,329,0
655128,85,1017,29,930,38,86,0,146,807,119,3257,0
655136,9,136,8,93,4,160,0,27,64,7,508,0
655362,7,76,27,133,3,165,0,41,91,8,551,0
655585,5,73,10,288,24,209,1,99,178,8,895,0
655600,21,768,0,480,9,406,0,101,250,45,2080,0
655806,1,172,0,102,6,89,0,29,92,11,502,1
655816,23,651,1,361,91,64,0,173,376,67,1807,0
655834,8,131,1,167,9,107,0,68,211,16,718,1
655972,0,92,0,72,0,32,0,18,17,4,235,1
656164,5,482,0,293,14,129,0,32,89,24,1068,1
656183,10,684,0,289,53,297,0,65,308,24,1730,0
656193,0,84,15,132,2,117,1,31,28,11,421,1
656393,3,92,0,196,0,97,0,24,73,11,496,1
656454,19,370,20,273,6,185,5,55,150,24,1107,0
656496,23,182,9,122,5,138,0,28,150,4,661,0
656526,14,186,0,192,19,37,0,59,129,33,669,0
656766,8,173,0,177,4,41,0,29,82,22,536,0
656826,2,0,15,47,0,46,0,26,67,1,204,1
656934,4,197,28,306,25,197,0,98,229,33,1117,0
656987,8,25,8,96,6,228,0,20,30,6,427,0
657077,20,674,1,542,28,67,0,53,220,31,1636,0
657245,40,245,35,219,20,66,0,58,306,37,1026,0
669530,0,0,0,15,0,0,0,0,4,0,19,1
674278,3,43,0,38,0,176,0,21,28,3,312,1
674388,5,59,36,85,4,158,0,56,118,11,532,1
674437,6,38,0,90,0,122,0,18,16,1,291,0
674440,3,199,0,94,4,24,0,36,87,22,469,1
674879,12,466,68,361,28,151,0,51,95,7,1239,0
674989,9,105,3,178,38,49,0,21,75,11,489,0
674997,5,225,0,226,19,59,0,58,42,11,645,1
675062,44,727,1,537,42,226,0,58,205,37,1877,0
675144,3,142,0,181,1,40,0,37,86,16,506,1
675256,3,1423,10,426,34,61,0,134,274,118,2483,0
675493,5,30,0,77,0,154,0,24,26,8,324,0
675516,5,99,0,166,20,176,0,34,62,17,579,1
675539,32,503,0,395,64,117,0,92,339,34,1576,0
675699,1,11,36,79,4,54,0,2,6,2,195,1
675919,9,408,0,198,54,66,0,30,134,27,926,0
675993,11,128,0,164,8,36,0,42,58,16,463,0
676087,32,1322,0,606,52,113,0,95,303,46,2569,0
676138,3,83,25,128,0,66,0,19,38,15,377,1
676204,0,0,0,11,0,9,0,1,2,0,23,1
676373,4,140,0,124,4,155,0,37,59,4,527,1
676516,12,1187,0,650,94,121,0,66,328,82,2540,0
676538,3,14,4,188,28,126,0,77,151,13,604,0
676553,18,155,11,213,16,127,0,88,83,29,740,1
676589,1,375,12,201,27,212,0,37,88,27,980,0
676596,7,51,0,126,4,27,0,96,118,5,434,0
676787,11,1682,18,693,70,157,0,98,190,58,2977,0
676807,1,129,327,123,0,76,0,44,125,7,832,0
676809,0,30,14,84,0,57,0,61,128,3,377,1
676852,24,549,3,455,21,186,0,78,283,66,1665,0
676865,11,239,0,168,19,49,0,40,93,24,643,0
676903,6,13,0,151,13,84,0,22,61,7,357,0
676963,24,276,5,231,5,265,0,45,131,31,1013,0
676964,28,2002,186,1373,87,337,0,175,583,74,4845,0
677316,1,54,0,87,10,87,0,116,13,3,371,1
677579,3,105,0,178,1,65,0,55,133,7,547,1
677601,0,3,0,41,0,64,0,23,29,7,167,1
677606,1,165,12,175,4,173,0,21,28,11,590,1
677629,1,23,16,74,0,94,0,11,46,4,269,1
677832,6,431,10,175,34,29,0,97,112,16,910,0
678041,11,56,0,191,1,24,0,69,133,21,506,0
678058,3,7,18,90,0,37,0,43,53,10,261,1
678065,8,38,0,141,16,241,0,30,59,11,544,1
678102,18,644,1,416,60,136,0,73,111,29,1488,0
678233,10,337,24,237,5,93,0,65,183,17,971,0
678240,8,366,22,187,7,88,0,78,146,36,938,0
678490,9,743,2,394,13,102,0,38,63,14,1378,0
678605,4,89,4,230,0,152,0,53,67,30,629,1
678790,2,110,0,123,20,71,0,31,138,6,501,0
678844,8,76,0,109,18,193,0,19,68,15,506,0
678941,2,74,16,206,14,57,0,79,177,35,660,0
679179,0,81,1,32,0,29,0,4,16,3,166,1
679395,6,72,222,199,3,297,0,33,56,9,897,1
679454,10,323,2,239,26,59,0,37,96,12,804,0
679525,24,2332,86,734,27,100,0,120,477,64,3964,0
679582,2,27,0,69,4,30,0,11,26,5,174,1
679777,7,2142,101,1509,12,402,10,182,530,65,4960,0
679854,12,3466,0,444,16,66,0,66,199,22,4291,0
679897,5,142,10,129,2,112,0,40,110,13,563,0
680017,16,400,8,275,17,77,0,76,233,38,1140,0
680025,28,211,0,124,6,120,0,38,130,14,671,0
680087,1,523,0,125,8,28,0,22,43,6,756,0
680331,0,23,0,41,0,24,0,14,28,1,131,1
680414,9,425,6,241,5,53,0,59,255,28,1081,1
680431,7,521,1,357,74,102,0,37,73,14,1186,1
680492,33,593,0,477,30,103,0,139,235,43,1653,0
680626,0,16,0,58,12,104,0,9,6,0,205,1
680728,1,3,18,71,0,180,0,17,16,2,308,1
680812,3,54,0,63,25,59,0,31,61,13,309,1
680817,7,68,0,188,5,87,0,40,78,18,491,0
680973,0,10,15,80,2,62,0,16,10,4,199,1
680996,1,47,0,113,34,55,0,14,28,4,296,0
681059,5,5,0,174,0,39,0,55,122,20,420,0
681211,7,22,0,31,1,116,0,9,16,1,203,0
681241,7,44,74,236,1,176,0,143,148,4,833,0
681356,1,1,7,69,0,81,0,47,64,3,273,0
681425,8,57,0,86,44,49,4,54,186,14,502,0
681440,17,410,17,561,20,640,0,60,307,13,2045,0
681495,1,20,0,29,0,60,0,19,39,4,172,1
681528,0,2,11,23,0,42,0,14,10,2,104,1
681705,1,14,0,38,1,21,0,10,10,1,96,1
681729,23,523,0,481,67,129,0,125,321,88,1757,0
681746,31,514,37,418,25,170,0,92,178,38,1503,0
681799,14,286,0,307,3,51,0,59,107,10,837,0
681872,0,3,0,11,0,6,0,0,1,0,21,1
